time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-10-08T10:59:37.060Z,34.748,73.183,10,4.7,mb,61,78.9,,0.92,us,usp000e167,2014-11-07T01:27:19.465Z,"Pakistan",earthquake,,,,19,reviewed,us,us
2005-10-08T10:46:28.790Z,34.733,73.1,8,6.4,mwc,471,21.4,,0.98,us,usp000e166,2020-09-18T20:44:13.400Z,"9 km NE of Battagram, Pakistan",earthquake,,,,,reviewed,us,hrv
2005-10-08T10:34:36.840Z,34.297,73.613,10,4.7,mb,76,88,,0.74,us,usp000e163,2014-11-07T01:27:19.403Z,"15 km ESE of Muzaffar?b?d, Pakistan",earthquake,,,,24,reviewed,us,us
2005-10-08T10:31:32.740Z,34.251,73.622,10,4.7,mb,94,65.1,,0.82,us,usp000e161,2014-11-07T01:27:19.394Z,"19 km SE of Muzaffar?b?d, Pakistan",earthquake,,,,34,reviewed,us,us
2005-10-08T10:24:37.590Z,34.449,73.459,10,4.5,mb,41,169.3,,0.94,us,usp000e160,2014-11-07T01:27:19.390Z,"8 km N of Muzaffar?b?d, Pakistan",earthquake,,,,12,reviewed,us,us
2005-10-08T10:16:58.110Z,34.778,73.087,10,4.7,mb,150,37.6,,0.93,us,usp000e15y,2014-11-07T01:27:19.375Z,"12 km NNE of Battagram, Pakistan",earthquake,,,,69,reviewed,us,us
2005-10-08T09:36:50.930Z,34.202,73.888,10,4.8,mb,123,56.6,,0.81,us,usp000e15n,2014-11-07T01:27:19.348Z,"20 km NW of Uri, India",earthquake,,,,50,reviewed,us,us
2005-10-08T09:32:00.070Z,34.565,73.056,10,4.5,mb,9,203.9,,0.76,us,usp000e15k,2014-11-07T01:27:19.344Z,"12 km SSE of Battagram, Pakistan",earthquake,,,,1,reviewed,us,us
2005-10-08T09:01:55.340Z,34.688,73.247,10,5.1,mb,204,56.8,,0.91,us,usp000e15g,2014-11-07T01:27:19.320Z,"20 km E of Battagram, Pakistan",earthquake,,,,119,reviewed,us,us
2005-10-08T08:52:32.500Z,34.704,73.016,10,4.6,mb,13,145.7,,0.85,us,usp000e15e,2014-11-07T01:27:19.316Z,"3 km NNW of Battagram, Pakistan",earthquake,,,,1,reviewed,us,us
2005-10-08T08:21:52.170Z,34.788,73.123,10,5,mb,207,56.9,,0.83,us,usp000e15a,2014-11-07T01:27:19.293Z,"15 km NE of Battagram, Pakistan",earthquake,,,,109,reviewed,us,us
2005-10-08T07:57:00.670Z,34.582,73.346,10,4.8,mb,132,28.1,,0.76,us,usp000e157,2014-11-07T01:27:19.278Z,"19 km NE of Baffa, Pakistan",earthquake,,,,65,reviewed,us,us
2005-10-08T07:43:54.120Z,34.362,73.633,10,4.7,mb,54,96,,0.97,us,usp000e155,2014-11-07T01:27:19.271Z,"14 km E of Muzaffar?b?d, Pakistan",earthquake,,,,20,reviewed,us,us
2005-10-08T07:37:21.840Z,34.832,73.083,10,4.8,mb,143,45.7,,0.92,us,usp000e153,2014-11-07T01:27:19.256Z,"18 km NNE of Battagram, Pakistan",earthquake,,,,52,reviewed,us,us
2005-10-08T07:33:22.920Z,34.65,73.306,10,4.7,mb,31,141.1,,0.6,us,usp000e152,2014-11-07T01:27:19.253Z,"24 km NNE of Baffa, Pakistan",earthquake,,,,6,reviewed,us,us
2005-10-08T07:32:00.720Z,34.682,73.252,10,4.8,mb,94,36.3,,0.78,us,usp000e151,2014-11-07T01:27:19.245Z,"20 km E of Battagram, Pakistan",earthquake,,,,37,reviewed,us,us
2005-10-08T06:54:22.430Z,34.723,73.246,10,4.5,mb,37,103.3,,0.77,us,usp000e14n,2014-11-07T01:27:19.222Z,"21 km ENE of Battagram, Pakistan",earthquake,,,,9,reviewed,us,us
2005-10-08T06:51:02.470Z,34.591,73.161,10,4.6,mb,17,199.9,,0.65,us,usp000e14m,2014-11-07T01:27:19.220Z,"15 km SE of Battagram, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T06:42:30.400Z,34.63,73.47,10,5.4,mb,207,20.5,,1.01,us,usp000e14h,2014-11-07T01:27:19.186Z,"28 km N of Muzaffar?b?d, Pakistan",earthquake,,,,149,reviewed,us,us
2005-10-08T06:38:25.170Z,34.704,73.141,10,4.6,mb,18,199.8,,0.61,us,usp000e14g,2014-11-07T01:27:19.184Z,"11 km ENE of Battagram, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T06:35:35.680Z,34.889,73.068,10,4.5,mb,19,203.2,,0.87,us,usp000e14e,2014-11-07T01:27:19.177Z,"23 km N of Battagram, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T06:24:29.130Z,34.544,73.236,10,4.5,mb,13,185.2,,0.46,us,usp000e14c,2014-11-07T01:27:19.110Z,"11 km N of Baffa, Pakistan",earthquake,,,,3,reviewed,us,us
2005-10-08T06:15:24.710Z,34.536,73.408,10,5.3,mb,346,21.2,,0.79,us,usp000e14b,2015-05-13T18:53:49.000Z,"19 km NNW of Muzaffar?b?d, Pakistan",earthquake,,,,157,reviewed,us,us
2005-10-08T06:14:44.370Z,34.054,73.954,10,4.5,mb,20,108.8,,0.83,us,usp000e14a,2014-11-07T01:27:19.033Z,"9 km WSW of Uri, India",earthquake,,,,2,reviewed,us,us
2005-10-08T06:10:19.490Z,34.712,73.255,10,4.6,mb,14,187.3,,0.36,us,usp000e148,2014-11-07T01:27:19.030Z,"21 km E of Battagram, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T06:10:00.560Z,34.661,73.137,10,4.5,mb,19,145.7,,0.77,us,usp000e147,2014-11-07T01:27:19.028Z,"10 km E of Battagram, Pakistan",earthquake,,,,3,reviewed,us,us
2005-10-08T06:08:16.330Z,34.713,73.154,10,4.5,mb,15,107.9,,0.53,us,usp000e146,2014-11-07T01:27:19.026Z,"12 km ENE of Battagram, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T06:05:33.290Z,34.612,73.244,10,4.8,mb,53,55.2,,0.82,us,usp000e145,2015-05-13T18:53:49.000Z,"19 km N of Baffa, Pakistan",earthquake,,,,11,reviewed,us,us
2005-10-08T05:54:25.560Z,34.675,73.102,10,4.7,mb,23,125.3,,0.46,us,usp000e142,2014-11-07T01:27:19.015Z,"7 km E of Battagram, Pakistan",earthquake,,,,3,reviewed,us,us
2005-10-08T05:51:50.190Z,34.656,73.46,10,4.7,mb,68,141,,0.62,us,usp000e141,2014-11-07T01:27:19.010Z,"Pakistan",earthquake,,,,32,reviewed,us,us
2005-10-08T05:51:16.290Z,34.712,73.423,10,4.6,mb,16,178.1,,0.71,us,usp000e140,2014-11-07T01:27:19.008Z,"35 km NNE of Baffa, Pakistan",earthquake,,,,3,reviewed,us,us
2005-10-08T05:50:21.390Z,34.59,73.181,10,4.8,mb,11,199.9,,0.8,us,usp000e13z,2014-11-07T01:27:19.006Z,"17 km NNW of Baffa, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T05:49:56.450Z,34.643,73.297,10,4.5,mb,16,199.8,,0.79,us,usp000e13y,2014-11-07T01:27:19.004Z,"23 km NNE of Baffa, Pakistan",earthquake,,,,4,reviewed,us,us
2005-10-08T05:34:52.730Z,34.252,73.607,10,4.9,mb,157,36.1,,0.67,us,usp000e13t,2014-11-07T01:27:18.959Z,"18 km SE of Muzaffar?b?d, Pakistan",earthquake,,,,77,reviewed,us,us
2005-10-08T05:26:05.120Z,34.755,73.152,10,5.5,mb,388,21.3,,0.84,us,usp000e13s,2020-09-18T20:44:04.911Z,"14 km NE of Battagram, Pakistan",earthquake,,,,168,reviewed,us,us
2005-10-08T05:19:48.310Z,34.706,73.13,10,5.3,mb,315,21.4,,0.79,us,usp000e13r,2015-05-13T18:53:49.000Z,"10 km ENE of Battagram, Pakistan",earthquake,,,,142,reviewed,us,us
2005-10-08T05:14:30.880Z,34.895,73.071,10,4.5,mb,16,103.2,,1.12,us,usp000e13p,2014-11-07T01:27:18.902Z,"Pakistan",earthquake,,,,3,reviewed,us,us
2005-10-08T05:08:41.580Z,34.636,73.234,10,5.4,mb,295,35.5,,0.74,us,usp000e13n,2015-05-13T18:53:49.000Z,"19 km ESE of Battagram, Pakistan",earthquake,,,,142,reviewed,us,us
2005-10-08T05:08:34.190Z,34.61,73.296,10,4.5,mb,12,199.8,,0.64,us,usp000e13m,2014-11-07T01:27:18.877Z,"20 km NNE of Baffa, Pakistan",earthquake,,,,1,reviewed,us,us
2005-10-08T05:01:20.770Z,34.833,73.373,10,4.5,mb,8,107.9,,0.54,us,usp000e13k,2014-11-07T01:27:18.876Z,"36 km ENE of Battagram, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T05:00:28.870Z,34.166,73.561,10,5.1,mb,27,108.5,,0.78,us,usp000e13j,2014-11-07T01:27:18.873Z,"24 km SSE of Muzaffar?b?d, Pakistan",earthquake,,,,3,reviewed,us,us
2005-10-08T05:00:21.010Z,34.694,73.235,10,4.7,mb,79,65.8,,0.79,us,usp000e13h,2014-11-07T01:27:18.867Z,"19 km E of Battagram, Pakistan",earthquake,,,,23,reviewed,us,us
2005-10-08T05:00:06.400Z,34.66,73.152,10,4.5,mb,18,136.7,,0.68,us,usp000e13g,2014-11-07T01:27:18.865Z,"11 km E of Battagram, Pakistan",earthquake,,,,1,reviewed,us,us
2005-10-08T04:56:26.520Z,34.122,73.807,10,4.7,mb,29,122.9,,1.06,us,usp000e13f,2014-11-07T01:27:18.863Z,"22 km WNW of Uri, India",earthquake,,,,4,reviewed,us,us
2005-10-08T04:54:46.500Z,34.813,73.665,10,4.6,mb,12,141.4,,0.81,us,usp000e13e,2014-11-07T01:27:18.861Z,"52 km NNE of Muzaffar?b?d, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T04:53:59.050Z,34.234,73.179,10,4.5,mb,11,185.5,,0.76,us,usp000e13c,2014-11-07T01:27:18.858Z,"9 km ENE of Amirabad, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T04:52:36.870Z,33.994,73.724,10,4.5,mb,27,143.4,,1.09,us,usp000e13b,2014-11-07T01:27:18.855Z,"15 km NNW of Rawala Kot, Pakistan",earthquake,,,,7,reviewed,us,us
2005-10-08T04:52:10.030Z,34.087,73.153,10,4.5,mb,8,201.3,,0.58,us,usp000e13a,2014-11-07T01:27:18.854Z,"3 km N of Havelian, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T04:50:53.430Z,34.622,73.257,10,4.5,mb,8,200.9,,1.07,us,usp000e139,2014-11-07T01:27:18.853Z,"20 km N of Baffa, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T04:50:19.820Z,34.748,73.287,10,4.6,mb,8,203.6,,0.65,us,usp000e138,2014-11-07T01:27:18.851Z,"25 km ENE of Battagram, Pakistan",earthquake,,,,1,reviewed,us,us
2005-10-08T04:48:34.210Z,34.743,73.104,10,4.5,mb,8,200.9,,0.45,us,usp000e136,2014-11-07T01:27:18.849Z,"10 km NE of Battagram, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T04:46:25.650Z,34.63,73.07,10,4.6,mb,43,94.8,,0.87,us,usp000e135,2014-11-07T01:27:18.844Z,"6 km SE of Battagram, Pakistan",earthquake,,,,15,reviewed,us,us
2005-10-08T04:41:27.010Z,33.947,73.815,10,4.5,mb,21,176.8,,0.6,us,usp000e131,2014-11-07T01:27:18.835Z,"11 km NNE of Rawala Kot, Pakistan",earthquake,,,,5,reviewed,us,us
2005-10-08T04:37:30.720Z,34.852,73.241,10,4.6,mb,21,124.4,,0.77,us,usp000e130,2014-11-07T01:27:18.833Z,"27 km NE of Battagram, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T04:34:37.660Z,34.392,73.729,10,5.1,mb,49,66.1,,1.05,us,usp000e12z,2014-11-07T01:27:18.791Z,"23 km E of Muzaffar?b?d, Pakistan",earthquake,,,,11,reviewed,us,us
2005-10-08T04:30:43.020Z,34.817,73.061,10,4.9,mb,59,105.4,,0.97,us,usp000e12x,2014-11-07T01:27:18.767Z,"15 km NNE of Battagram, Pakistan",earthquake,,,,22,reviewed,us,us
2005-10-08T04:28:41.990Z,34.668,73.319,10,4.9,mb,14,141.3,,0.86,us,usp000e12w,2014-11-07T01:27:18.765Z,"27 km NNE of Baffa, Pakistan",earthquake,,,,1,reviewed,us,us
2005-10-08T04:26:11.200Z,34.65,73.125,10,5.7,mb,355,30.1,,0.89,us,usp000e12v,2020-09-18T20:43:49.367Z,"9 km ESE of Battagram, Pakistan",earthquake,,,,177,reviewed,us,us
2005-10-08T04:25:26.590Z,34.625,73.07,10,5,mb,32,78.8,,0.58,us,usp000e12u,2014-11-07T01:27:18.733Z,"7 km SE of Battagram, Pakistan",earthquake,,,,4,reviewed,us,us
2005-10-08T04:23:06.470Z,34.718,73.158,10,5.3,mb,36,65.8,,0.94,us,usp000e12t,2014-11-07T01:27:18.730Z,"13 km ENE of Battagram, Pakistan",earthquake,,,,8,reviewed,us,us
2005-10-08T04:21:29.600Z,34.403,73.483,10,4.9,mb,9,156.4,,0.81,us,usp000e12s,2014-11-07T01:27:18.728Z,"3 km NNE of Muzaffar?b?d, Pakistan",earthquake,,,,1,reviewed,us,us
2005-10-08T04:20:28.270Z,34.279,73.472,10,4.7,mb,40,78.6,,0.48,us,usp000e12r,2014-11-07T01:27:18.725Z,"10 km S of Muzaffar?b?d, Pakistan",earthquake,,,,9,reviewed,us,us
2005-10-08T04:19:41.960Z,34.653,73.267,10,4.8,mb,9,187.4,,0.82,us,usp000e12q,2014-11-07T01:27:18.724Z,"22 km E of Battagram, Pakistan",earthquake,,,,1,reviewed,us,us
2005-10-08T04:14:29.790Z,34.629,73.064,10,4.9,mb,18,141.1,,0.44,us,usp000e12p,2014-11-07T01:27:18.722Z,"6 km SE of Battagram, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T04:13:22.100Z,34.766,73.188,10,4.9,mb,34,86.1,,0.65,us,usp000e12n,2014-11-07T01:27:18.719Z,"18 km ENE of Battagram, Pakistan",earthquake,,,,11,reviewed,us,us
2005-10-08T04:07:46.830Z,34.586,73.159,10,5.4,mb,25,145.7,,0.96,us,usp000e12m,2014-11-07T01:27:18.716Z,"16 km SE of Battagram, Pakistan",earthquake,,,,3,reviewed,us,us
2005-10-08T04:02:24.660Z,34.515,73.323,10,5.6,mb,188,44.2,,1.04,us,usp000e12k,2020-09-18T20:43:41.638Z,"12 km NE of Baffa, Pakistan",earthquake,,,,75,reviewed,us,us
2005-10-08T04:01:20.330Z,34.712,73.239,10,5.6,mb,10,145.6,,1.09,us,usp000e12j,2020-09-18T20:43:33.687Z,"20 km E of Battagram, Pakistan",earthquake,,,,2,reviewed,us,us
2005-10-08T03:58:36.280Z,34.353,73.477,10,5.8,mb,22,118.9,,0.84,us,usp000e12h,2020-09-18T20:43:24.363Z,"1 km SSE of Muzaffar?b?d, Pakistan",earthquake,,,,4,reviewed,us,us
2005-10-08T03:58:12.780Z,34.994,73.781,10,5.7,mb,8,184.4,,0.57,us,usp000e12g,2020-09-18T20:43:16.474Z,"74 km NNE of Muzaffar?b?d, Pakistan",earthquake,,,,3,reviewed,us,us
2005-10-08T03:57:19.830Z,34.238,73.579,10,5.9,mb,25,123.3,,1.28,us,usp000e12f,2020-09-18T20:43:06.617Z,"17 km SE of Muzaffar?b?d, Pakistan",earthquake,,,,7,reviewed,us,us
2005-09-05T01:45:43.000Z,30.406,79.151,10,4.6,mb,37,116.1,,0.76,us,usp000dysq,2014-11-07T01:27:00.528Z,"20 km NE of Rudrapray?g, India",earthquake,,,,16,reviewed,us,us
2005-08-30T08:53:17.460Z,17.067,73.773,10,4.7,mb,44,82.1,,0.92,us,usp000dyb2,2020-09-18T20:39:39.588Z,"23 km NW of Malk?pur, India",earthquake,,,,18,reviewed,us,us
2005-08-28T13:14:08.270Z,27.636,87.419,38.8,4.8,mb,101,52.5,,0.86,us,usp000dy7b,2014-11-07T01:26:53.925Z,"35 km NE of Kh??db?ri??, Nepal",earthquake,,5.1,,37,reviewed,us,us
2005-08-20T12:50:51.710Z,31.223,88.168,54,4.9,mwc,137,61.1,,0.67,us,usp000dxqn,2016-11-10T01:10:29.241Z,"229 km NNW of Rikaze, China",earthquake,,5.2,,,reviewed,us,hrv
2005-08-15T18:46:28.160Z,35.694,73.708,95.1,4.7,mb,86,56.7,,1,us,usp000dxdb,2014-11-07T01:26:49.272Z,"60 km WSW of Gilgit, Pakistan",earthquake,,,,42,reviewed,us,us
2005-08-07T17:44:46.870Z,33.805,69.639,35,4.7,mb,83,91.9,,0.79,us,usp000dwwq,2014-11-07T01:26:46.410Z,"40 km S of ?uk?mat? Azrah, Afghanistan",earthquake,,,,35,reviewed,us,us
2005-07-25T21:31:48.440Z,35.453,69.762,82.9,4.6,mb,60,65.2,,0.95,us,usp000dvxd,2014-11-07T01:26:33.576Z,"27 km NE of B?z?rak, Afghanistan",earthquake,,13.9,,33,reviewed,us,us
2005-07-16T02:17:20.130Z,30.003,69.461,10,5.2,mwb,311,45,,0.82,us,usp000dv9v,2016-11-10T01:08:43.528Z,"13 km NNW of Barkhan, Pakistan",earthquake,,,,,reviewed,us,us
2005-07-04T19:44:05.760Z,32.729,76.312,20,4.8,mb,93,98.2,,0.83,us,usp000duhq,2014-11-07T01:26:25.680Z,"25 km NE of Chamba, India",earthquake,,0,,36,reviewed,us,us
2005-06-18T10:00:00.410Z,34.467,70.685,17,4.7,mb,90,45.9,,0.86,us,usp000dtbg,2014-11-07T01:26:14.896Z,"Hindu Kush region, Afghanistan",earthquake,,16.1,,36,reviewed,us,us
2005-06-16T22:38:58.770Z,10.264,69.7,10,4.5,mb,58,104,,0.8,us,usp000dt7j,2014-11-07T01:26:14.372Z,"Arabian Sea",earthquake,,,,29,reviewed,us,us
2005-06-14T14:23:18.470Z,27.205,87.92,44.4,4.6,mb,48,70.4,,0.89,us,usp000dsz4,2014-11-07T01:26:12.404Z,"32 km WNW of Naya B?z?r, India",earthquake,,5.6,,10,reviewed,us,us
2005-06-01T04:12:38.780Z,35.693,89.484,38.2,4.9,mwc,90,66.1,,0.85,us,usp000drzt,2016-11-10T01:06:52.703Z,"western Xizang",earthquake,,7.7,,,reviewed,us,hrv
2005-05-11T04:13:06.890Z,30.6,85.172,37.5,4.6,mb,43,96.8,,1.16,us,usp000dqf1,2014-11-07T01:25:51.399Z,"141 km N of Saga, China",earthquake,,13.6,,18,reviewed,us,us
2005-05-08T16:42:24.060Z,30.097,90.261,97.7,4.6,mb,108,35.1,,0.61,us,usp000dq7d,2014-11-07T01:25:50.275Z,"46 km WNW of Dêqên, China",earthquake,,,,43,reviewed,us,us
2005-05-08T00:01:48.260Z,9.749,90.066,30,4.5,mb,10,200.1,,1.12,us,usp000dq5r,2014-11-07T01:25:50.088Z,"Nicobar Islands, India region",earthquake,,,,2,reviewed,us,us
2005-05-01T01:55:45.540Z,32.61,71.4,13.8,4.6,mb,85,65.8,,0.81,us,usp000dpn3,2014-11-07T01:25:44.888Z,"12 km WNW of Mianwali, Pakistan",earthquake,,21.4,,38,reviewed,us,us
2005-04-14T07:11:27.170Z,32.567,76.359,31.3,4.8,mb,56,96.6,,0.74,us,usp000dnae,2014-11-07T01:25:35.450Z,"21 km E of Chamba, India",earthquake,,13.5,,15,reviewed,us,us
2005-04-10T05:59:43.520Z,30.356,83.699,55.8,4.6,mb,39,62.8,,0.76,us,usp000dmt5,2014-11-07T01:25:31.909Z,"186 km NW of Saga, China",earthquake,,7.4,,11,reviewed,us,us
2005-04-08T19:51:35.550Z,30.527,83.67,10,5,mwc,123,27.3,,1.25,us,usp000dmnc,2016-11-10T01:04:31.666Z,"199 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,hrv
2005-04-07T21:42:09.020Z,30.323,83.756,10,5.1,mb,49,63.5,,1.21,us,usp000dmhz,2014-11-07T01:25:30.902Z,"180 km NW of Saga, China",earthquake,,,,34,reviewed,us,us
2005-04-07T21:41:36.570Z,30.588,83.681,10,5.4,mwc,161,36,,0.99,us,usp000dmhy,2016-11-10T01:04:27.590Z,"204 km NW of Saga, China",earthquake,,,,,reviewed,us,hrv
2005-04-07T20:04:41.060Z,30.491,83.662,11,6.3,mwc,468,18,,0.9,us,usp000dmht,2020-09-18T20:29:59.065Z,"196 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,hrv
2005-03-26T20:32:13.420Z,28.259,87.926,70.7,4.7,mwc,159,94.9,,0.73,us,usp000dk47,2016-11-10T01:03:24.491Z,"101 km NW of Mangan, India",earthquake,,9.4,,,reviewed,us,hrv
2005-03-25T14:02:53.130Z,35.613,89.477,86.6,4.5,mb,46,126.7,,0.93,us,usp000dk18,2014-11-07T01:25:19.334Z,"western Xizang",earthquake,,10.9,,21,reviewed,us,us
2005-03-14T09:43:49.120Z,17.145,73.73,10,4.9,mwc,98,86.2,,0.96,us,usp000dj6d,2020-07-08T01:51:56.289Z,"28 km ESE of M?khjan, India",earthquake,,,,,reviewed,us,hrv
2005-03-09T09:08:07.470Z,30.491,69.646,6,4.7,mb,36,65,,1.35,us,usp000dhv6,2014-11-07T01:25:12.781Z,"66 km N of Barkhan, Pakistan",earthquake,,41.2,,18,reviewed,us,us
2005-03-06T03:22:43.610Z,30.616,83.761,49.5,4.6,mb,54,50.6,,0.92,us,usp000dhmp,2014-11-07T01:25:11.505Z,"201 km NW of Saga, China",earthquake,,7,,20,reviewed,us,us
2005-02-28T18:01:59.750Z,32.534,76.624,12,4.8,mb,79,106.3,,1.05,us,usp000dh75,2014-11-07T01:25:05.571Z,"37 km W of Kyelang, India",earthquake,,16.9,,36,reviewed,us,us
2005-02-14T03:43:14.800Z,34.443,70.636,7.8,4.6,mb,56,104.1,,1.09,us,usp000dg3e,2014-11-07T01:24:59.408Z,"17 km E of Jal?l?b?d, Afghanistan",earthquake,,21,,22,reviewed,us,us
2005-02-08T03:35:04.840Z,27.738,86.092,10,4.9,mb,99,81.2,,0.86,us,usp000dfpt,2014-11-07T01:24:57.239Z,"28 km SSE of Kod?ri??, Nepal",earthquake,,,,63,reviewed,us,us
2005-02-05T10:47:49.850Z,34.679,73.367,21.6,4.8,mb,111,42.2,,0.92,us,usp000dfhw,2014-11-07T01:24:56.268Z,"29 km NNE of Baffa, Pakistan",earthquake,,13.1,,69,reviewed,us,us
2005-02-02T14:58:08.630Z,6.428,90.377,17.9,5.1,mwc,61,71.9,,1.05,us,usp000dfdr,2016-11-10T01:00:51.798Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2005-01-16T08:43:46.800Z,29.646,80.696,10,4.8,mb,105,58,,0.82,us,usp000ddf1,2014-11-07T01:24:39.790Z,"24 km SE of D?rchul?, Nepal",earthquake,,,,46,reviewed,us,us
2005-01-15T22:32:48.190Z,29.439,80.965,10,4.6,mb,36,42.8,,0.83,us,usp000dddn,2014-11-07T01:24:39.661Z,"19 km N of Dipayal, Nepal",earthquake,,,,19,reviewed,us,us
2005-01-08T13:33:19.750Z,8.324,90.825,30,4.6,mb,27,103.2,,1.1,us,usp000dct8,2014-11-07T01:24:35.841Z,"Nicobar Islands, India region",earthquake,,,,6,reviewed,us,us
2004-11-11T02:13:45.040Z,32.442,76.512,34.6,4.9,mb,71,107.9,,0.88,us,usp000d849,2014-11-07T01:23:58.666Z,"30 km NE of Dharamsala, India",earthquake,,19.1,,29,reviewed,us,us
2004-10-31T21:25:14.580Z,35.39,74.534,10,4.8,mb,125,64.2,,0.92,us,usp000d7e2,2014-11-07T01:23:50.747Z,"61 km SSE of Gilgit, Pakistan",earthquake,,,,65,reviewed,us,us
2004-10-31T06:10:37.690Z,35.267,74.52,10,5.1,mwc,155,56.1,,1,us,usp000d7cy,2016-11-10T00:50:31.557Z,"74 km SSE of Gilgit, Pakistan",earthquake,,,,,reviewed,us,hrv
2004-10-31T06:02:58.970Z,35.367,74.409,18.8,5,mwc,311,36.6,,0.96,us,usp000d7cw,2016-11-10T00:50:31.060Z,"61 km S of Gilgit, Pakistan",earthquake,,16.3,,,reviewed,us,hrv
2004-10-31T03:59:52.300Z,35.372,74.254,10,4.7,mb,37,163.2,,1.27,us,usp000d7cm,2014-11-07T01:23:50.558Z,"northwestern Kashmir",earthquake,,,,13,reviewed,us,us
2004-10-31T00:18:41.130Z,35.407,74.511,10,4.7,mwc,119,52,,0.79,us,usp000d7c9,2016-11-10T00:50:30.021Z,"59 km SSE of Gilgit, Pakistan",earthquake,,,,,reviewed,us,hrv
2004-10-26T02:30:41.800Z,31.034,81.228,10,4.8,mb,11,143,,1.07,us,usp000d73a,2014-11-07T01:23:49.257Z,"82 km N of Burang, China",earthquake,,,,2,reviewed,us,us
2004-10-26T02:11:33.440Z,31.024,81.154,10.1,5.6,mwc,518,33.5,,0.85,us,usp000d738,2020-09-18T20:08:05.202Z,"80 km N of Burang, China",earthquake,,,,,reviewed,us,hrv
2004-09-12T08:48:04.910Z,29.502,81.575,11.9,4.5,mb,45,71.2,,1.03,us,usp000d44j,2014-11-07T01:23:28.235Z,"64 km WNW of Jumla, Nepal",earthquake,,24.5,,17,reviewed,us,us
2004-08-25T02:22:51.380Z,30.366,83.359,33.2,4.5,mb,10,127.3,,0.85,us,usp000d2tx,2014-11-07T01:23:15.721Z,"165 km NE of Jumla, Nepal",earthquake,,31.7,,3,reviewed,us,us
2004-08-13T10:48:38.930Z,30.922,69.769,11.6,5.4,mwc,330,33.5,,0.88,us,usp000d22d,2016-11-10T00:42:46.137Z,"55 km SSE of Zhob, Pakistan",earthquake,,,,,reviewed,us,hrv
2004-07-28T22:22:13.140Z,30.714,83.633,10,5,mwc,186,36.4,,1.22,us,usp000d119,2016-11-10T00:41:22.330Z,"212 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,hrv
2004-07-23T01:25:32.600Z,30.175,88.118,11.2,4.8,mb,86,43.9,,1.01,us,usp000d0qg,2014-11-07T01:22:57.120Z,"126 km NW of Rikaze, China",earthquake,,,,31,reviewed,us,us
2004-07-18T08:31:45.840Z,33.426,69.524,10,5.2,mwc,216,52.4,,1.35,us,usp000d0du,2020-09-18T19:59:28.426Z,"33 km SE of Gardez, Afghanistan",earthquake,,,,,reviewed,us,hrv
2004-07-12T14:38:20.840Z,30.746,83.773,10,4.6,mb,48,48.9,,1.17,us,usp000d00y,2014-11-07T01:22:53.325Z,"210 km NW of Saga, China",earthquake,,,,18,reviewed,us,us
2004-07-11T23:57:53.360Z,30.714,83.639,10,4.9,mb,80,29.6,,0.81,us,usp000czze,2014-11-07T01:22:53.122Z,"212 km NE of Jumla, Nepal",earthquake,,,,27,reviewed,us,us
2004-07-11T23:24:03.580Z,30.82,83.673,10,4.5,mb,25,58.6,,0.88,us,usp000czzb,2014-11-07T01:22:53.069Z,"223 km NW of Saga, China",earthquake,,,,2,reviewed,us,us
2004-07-11T23:08:44.180Z,30.694,83.672,13,6.2,mwb,431,21.3,,1.04,us,usp000czza,2020-09-18T19:58:31.921Z,"213 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,us
2004-07-05T21:46:01.270Z,34.307,89.212,10,4.5,mb,55,59.1,,1.14,us,usp000czmj,2014-11-07T01:22:51.242Z,"Xizang-Qinghai border region",earthquake,,,,19,reviewed,us,us
2004-07-04T06:01:25.400Z,34.154,89.321,29.9,4.6,mb,65,87.8,,0.94,us,usp000czhe,2014-11-07T01:22:50.084Z,"Xizang-Qinghai border region",earthquake,,14,,7,reviewed,us,us
2004-07-03T14:36:06.520Z,34.134,89.498,10,4.7,mb,40,88.1,,1.04,us,usp000czfn,2014-11-07T01:22:49.692Z,"Xizang-Qinghai border region",earthquake,,,,7,reviewed,us,us
